DocID,Word,Topic
1,"ari",9
1,"bifurcated",17
1,"eventually",23
1,"merged",11
1,"nto",17
1,"current",11
1,"msme",23
1,"definition",23
1,"overhaul",17
1,"marker",11
1,"single",2
1,"ritical",23
1,"data",5
1,"model",11
1,"aatmanirbhar",11
1,"package",11
1,"overnment",11
1,"fundamentally",17
1,"changed",2
1,"msme",23
1,"definition",23
1,"removing",17
1,"istinction",11
1,"manufacturing",0
1,"services",2
1,"significantly",2
1,"raising",23
1,"nvestment/turnover",17
1,"thresholds",9
1,"micro",23
1,"investment",23
1,"crore",11
1,"turnover",23
1,"crore",11
1,"investment",23
1,"crore",11
1,"turnover",23
1,"crore",11
1,"medium",23
1,"investment",23
1,"crore",11
1,"turnover",23
1,"crore",11
1,"crucial",2
1,"distinction",11
1,"msme",23
1,"commerce",23
1,"finance",11
1,"msme",23
1,"focuses",11
1,"entity",11
1,"survival",9
1,"subsidies",0
1,"achinery",0
1,"khadi",23
1,"promotion",2
1,"cluster",23
1,"commerce",23
1,"moci",23
1,"focuses",11
1,"exports",23
1,"startups",23
1,"fdi",23
1,"sezs",23
1,"global",2
1,"trade",23
1,"startups",23
1,"msmes",23
1,"startup",23
1,"nitiative",9
1,"belongs",17
1,"moci",23
1,"dpiit",23
1,"finance",11
1,"mof",23
1,"focuses",11
1,"banking",6
1,"tax",23
1,"bout",0
1,"interest",2
1,"rates",17
1,"loans",9
1,"mof",23
1,"credit",23
1,"guarantee",9
1,"chemes",9
1,"units",0
1,"msme",23
1,"statutory",11
1,"attached",17
1,"bodies",11
1,"bodies",11
1,"primary",11
1,"engines",23
1,"rural",9
1,"industrialization",9
1,"protection",17
1,"raditional",2
1,"crafts",23
1,"khadi",23
1,"village",9
1,"industries",23
1,"commission",11
1,"kvic",23
1,"statutory",11
1,"body",11
1,"established",11
1,"nder",17
1,"kvic",23
1,"frequently",11
1,"entity",11
1,"promotes",11
1,"khadi",23
1,"supports",9
1,"rural",9
1,"artisans",9
1,"mention",9
1,"pmegp",23
1,"prime",11
1,"minister’s",23
1,"employment",23
1,"generation",2
1,"programme",11
1,"aps",23
1,"coir",23
1,"board",2
1,"statutory",17
1,"body",11
1,"established",11
1,"promotion",23
1,"coir",23
1,"coconut",23
1,"fiber",23
1,"industry",23
1,"oversees",17
1,"export",23
1,"domestic",0
1,"coir-based",23
1,"products",0
1,"mats",23
1,"geotextiles",23
1,"industries",23
1,"corporation",11
1,"nsic",23
1,"mini",11
1,"ratna",12
1,"psu",11
1,"arketing",23
1,"technology",0
1,"financial",2
1,"raw",2
1,"material",0
1,"assistance",2
1,"msmes",23
1,"institute",11
1,"micro",23
1,"medium",23
1,"enterprises",23
1,"ni-msme",23
1,"hyderabad",9
1,"premier",11
1,"training",11
1,"research",2
1,"institute",11
1,"ntrepreneurship",23
1,"digital",2
1,"gateway",23
1,"udyam",23
1,"msme",23
1,"samadhaan",23
1,"shifted",11
1,"toward",11
1,"completely",17
1,"paperless",5
1,"aadhaar-based",23
1,"registration",23
1,"ystem",14
1,"udyam",23
1,"registration",23
1,"portal",11
1,"official",17
1,"unified",2
1,"portal",11
1,"msme",23
1,"registration",23
1,"integrated",11
1,"income",5
1,"tax",23
1,"gst",23
1,"systems",2
1,"parliamentary",2
1,"egarding",17
1,"number",2
1,"msmes",23
1,"formalization",23
1,"informal",5
1,"ector",5
1,"heavily",17
1,"cite",0
1,"udyam",23
1,"data",11
1,"msme",23
1,"samadhaan",23
1,"portal",11
1,"delayed",23
1,"payments",11
1,"msmed",23
1,"mandates",17
1,"buyers",23
1,"pay",17
1,"msmes",23
1,"days",2
1,"ortal",23
1,"allows",17
1,"msmes",23
1,"file",17
1,"cases",17
1,"against",17
1,"defaulting",23
1,"buyers",23
1,"including",11
1,"big",23
1,"orporations",23
1,"psus",0
1,"msme",23
1,"sambandh",5
1,"public",17
1,"procurement",23
1,"monitoring",5
1,"portal",11
1,"tracks",5
1,"whether",1
1,"central",2
1,"psus",0
1,"meeting",0
1,"mandatory",11
1,"procurement",23
1,"target",9
1,"msmes",23
1,"including",17
1,"sc/st",11
1,"women-owned",23
1,"msmes",23
1,"champions",23
1,"portal",11
1,"technology-driven",23
1,"control",2
1,"room-cum-management",23
1,"nformation",2
1,"system",2
1,"grievance",23
1,"redressal",17
1,"handholding",9
1,"units",0
1,"flagship",11
1,"schemes",11
1,"credit",23
1,"interventions",2
1,"specific",2
1,"map",11
1,"explicitly",2
1,"msme",23
1,"pmegp",23
1,"prime",11
1,"minister’s",23
1,"employment",23
1,"generation",2
1,"programme",11
1,"credit",23
1,"inked",11
1,"subsidy",23
1,"setting",0
1,"micro-enterprises",4
1,"ministry's",11
1,"ost",17
1,"significant",2
1,"job-creation",23
1,"engine",0
1,"rural",9
1,"urban",12
1,"areas",9
1,"cgtmse",23
1,"credit",23
1,"guarantee",9
1,"fund",17
1,"trust",11
1,"micro",23
1,"enterprises",23
1,"collateral-free",23
1,"credit",23
1,"msme",23
1,"sector",0
1,"business",23
1,"fails",0
1,"trust",11
1,"uarantees",0
1,"portion",14
1,"loan",23
1,"bank",2
1,"ramp",23
1,"raising",23
1,"accelerating",0
1,"msme",23
1,"performance",23
1,"world",2
1,"bank-assisted",23
1,"entral",11
1,"sector",0
1,"strengthen",11
1,"institutions",2
1,"governance",17
1,"center",2
1,"state",17
1,"improving",23
1,"msme",23
1,"access",2
1,"market",23
1,"credit",23
1,"zed",23
1,"zero",23
1,"defect",23
1,"zero",23
1,"effect",23
1,"encourages",23
1,"msmes",23
1,"manufacture",23
1,"oods",23
1,"zero",23
1,"defect",23
1,"quality",17
1,"zero",23
1,"effect",23
1,"environment",11
1,"sfurti",23
1,"fund",9
1,"regeneration",23
1,"traditional",2
1,"industries",23
1,"focuses",11
1,"organizing",23
1,"traditional",2
1,"industries",23
1,"artisans",9
1,"clusters",17
1,"ompetitive",23
1,"provide",2
1,"common",2
1,"facility",0
1,"centers",11
1,"cfcs",23
1,"traditional",2
1,"industry",23
1,"artisans",9
1,"vishwakarma",23
1,"vishwakarma",23
1,"high-profile",11
1,"marker",11
1,"launched",11
1,"end-to-end",11
1,"artisans",9
1,"craftspeople",9
1,"blacksmiths",23
1,"goldsmiths",23
1,"potters",2
1,"carpenters",2
1,"etc",2
1,"who",2
1,"work",11
1,"hands",14
1,"tools",0
1,"includes",11
1,"toolkit",23
1,"incentives",11
1,"skill",23
1,"training",11
1,"collateral-free",23
1,"credit",23
1,"legislative",5
1,"framework",11
1,"msmed",23
1,"micro",23
1,"medium",23
1,"enterprises",23
1,"primary",11
1,"legislative",17
1,"pillar",11
1,"legal",17
1,"recognition",11
1,"concept",5
1,"enterprise",9
1,"including",17
1,"manufacturing",0
1,"services",2
1,"defines",23
1,"egulatory",2
1,"framework",11
1,"delayed",23
1,"payments",11
1,"msme",23
1,"advisory",11
1,"board",2
1,"msme",23
1,"kvic",23
1,"nsic",23
1,"pmegp",23
1,"cgtmse",23
1,"ramp",23
1,"sfurti",23
1,"zed",23
1,"odop",0
1,"context",11
1,"clusters",11
1,"udyam",23
1,"clcs",23
1,"credit",23
1,"linked",11
1,"capital",0
1,"subsidy",23
1,"interventions",2
1,"collateral-free",23
1,"loans",9
1,"delayed",23
1,"payments",11
1,"day",11
1,"ule",23
1,"cluster",23
1,"public",0
1,"procurement",23
1,"policy",23
1,"mandate",11
1,"formalization",23
1,"micro",23
1,"enterprises",23
1,"khadi",23
1,"coir",23
1,"village",9
1,"industries",23
1,"entrepreneurship",11
1,"artisan",0
1,"handloom",23
1,"contextual",23
1,"tool",9
1,"room",23
1,"common",2
1,"facility",0
1,"centre",2
1,"cfc",9
1,"working",11
1,"capital",2
1,"units",0
1,"credit",23
1,"rating",11
1,"msmes",23
2,"ayush",24
2,"moa",24
2,"ayurveda",24
2,"yoga",24
2,"naturopathy",24
2,"unani",24
2,"siddha",24
2,"sowa-rigpa",24
2,"homoeopathy",24
2,"genesis",11
2,"historical",11
2,"evolution",11
2,"overarching",2
2,"framework",11
2,"began",2
2,"systems",2
2,"medicine",24
2,"homoeopathy",24
2,"ismh",24
2,"march",2
2,"health",24
2,"family",24
2,"welfare",11
2,"renaming",24
2,"november",24
2,"renamed",11
2,"ayush",24
2,"better",10
2,"reflect",24
2,"specific",2
2,"systems",2
2,"represented",24
2,"elevation",17
2,"optimal",24
2,"propagation",24
2,"traditional",2
2,"ystems",24
2,"elevated",11
2,"full-fledged",15
2,"independent",17
2,"ayush",24
2,"november",24
2,"core",2
2,"philosophy",24
2,"operates",2
2,"principle",24
2,"integrating",2
2,"ancient",20
2,"edical",24
2,"wisdom",6
2,"modern",11
2,"scientific",24
2,"parameters",17
2,"achieve",24
2,"universal",24
2,"health",24
2,"coverage",24
2,"uhc",24
2,"align",2
2,"un’s",5
2,"sustainable",11
2,"goal",11
2,"good",24
2,"health",24
2,"well-being",24
2,"ayush",24
2,"taxonomy",2
2,"system-by-system",0
2,"breakdown",17
2,"ayurveda",24
2,"ancient",20
2,"science",13
2,"life",6
2,"focusing",2
2,"balance",24
2,"oshas",24
2,"vata",24
2,"pitta",20
2,"kapha",6
2,"panchakarma",24
2,"rasashastra",24
2,"dravyaguna",24
2,"prakriti",24
2,"herbal",24
2,"pharmacology",24
2,"yoga",24
2,"physical",2
2,"mental",24
2,"spiritual",24
2,"discipline",24
2,"originating",24
2,"ancient",20
2,"asanas",24
2,"pranayama",24
2,"dhyana",24
2,"patanjali",24
2,"holistic",2
2,"mental",24
2,"ellness",24
2,"naturopathy",24
2,"drugless",6
2,"system",2
2,"healing",24
2,"theory",24
2,"vitality",24
2,"great",24
2,"elements",6
2,"earth",13
2,"water",11
2,"air",15
2,"fire",24
2,"ether",24
2,"fasting",24
2,"herapy",24
2,"mud",24
2,"therapy",24
2,"hydrotherapy",0
2,"dietetics",24
2,"unani",24
2,"traditional",24
2,"system",2
2,"healing",24
2,"health",24
2,"maintenance",15
2,"introduced",5
2,"arabs",24
2,"persians",2
2,"hippocratic",24
2,"theory",24
2,"four",24
2,"umours",24
2,"blood",24
2,"phlegm",3
2,"yellow",20
2,"bile",24
2,"black",2
2,"bile",24
2,"ilaj-bit",6
2,"tadbeer",24
2,"regimenal",24
2,"therapy",24
2,"cupping",24
2,"hijama",24
2,"humoral",24
2,"balance",24
2,"siddha",24
2,"oldest",24
2,"systems",2
2,"medicine",24
2,"practiced",24
2,"primarily",2
2,"tamil",2
2,"peaking",24
2,"parts",24
2,"focusing",2
2,"anti-aging",20
2,"alchemy",3
2,"balance",24
2,"hysical",24
2,"spiritual",24
2,"entities",2
2,"varmam",24
2,"therapy",24
2,"kayakalpa",24
2,"agastya",24
2,"sowa-rigpa",24
2,"commonly",24
2,"known",2
2,"amchi",24
2,"medicine",24
2,"oldest",24
2,"urviving",10
2,"well-documented",24
2,"medical",24
2,"traditions",20
2,"world",2
2,"widely",6
2,"practiced",24
2,"himalayan",24
2,"regions",11
2,"ladakh",11
2,"himachal",24
2,"pradesh",15
2,"arunachal",3
2,"pradesh",15
2,"sikkim",24
2,"amchi",24
2,"himalayan",24
2,"medicine",24
2,"pulse",24
2,"diagnosis",20
2,"homoeopathy",24
2,"system",2
2,"alternative",24
2,"medicine",24
2,"samuel",24
2,"hahnemann",24
2,"doctrine",24
2,"cures",24
2,"similia",20
2,"similibus",17
2,"urentur",6
2,"potentization",24
2,"minimum",2
2,"dose",6
2,"miasms",11
2,"vital",2
2,"orce",13
2,"statutory",11
2,"regulatory",17
2,"framework",11
2,"moa",24
2,"uses",24
2,"specific",2
2,"statutory",11
2,"bodies",11
2,"enforce",2
2,"laws",17
2,"education",24
2,"drug",20
2,"uality",3
2,"commission",24
2,"system",2
2,"medicine",24
2,"ncism",24
2,"established",11
2,"egulate",24
2,"education",11
2,"practice",24
2,"ayurveda",24
2,"unani",24
2,"siddha",24
2,"sowa",24
2,"rigpa",17
2,"replaced",17
2,"older",2
2,"central",2
2,"council",24
2,"medicine",24
2,"ccim",24
2,"functions",24
2,"nclude",24
2,"framing",24
2,"syllabi",13
2,"maintaining",17
2,"central",2
2,"registers",24
2,"practitioners",24
2,"ssessing",24
2,"institutional",24
2,"infrastructure",11
2,"commission",24
2,"homoeopathy",24
2,"nch",24
2,"regulatory",17
2,"body",11
2,"homoeopathic",24
2,"education",24
2,"practice",24
2,"replacing",17
2,"former",15
2,"central",2
2,"council",24
2,"homoeopathy",24
2,"cch",24
2,"pharmacopoeia",24
2,"commission",24
2,"medicine",24
2,"homoeopathy",24
2,"pcimh",24
2,"central",2
2,"body",11
2,"responsible",2
2,"developing",2
2,"pharmacopoeial",24
2,"tandards",17
2,"ayush",24
2,"drugs",20
2,"publishes",17
2,"official",17
2,"formularies",13
2,"harmacopoeias",24
2,"identity",24
2,"purity",24
2,"strength",24
2,"drug",24
2,"regulation",17
2,"moa",24
2,"oversees",24
2,"enforcement",24
2,"drugs",24
2,"cosmetics",24
2,"specifically",2
2,"chapter",24
2,"iv-a",24
2,"lays",24
2,"down",17
2,"legal",17
2,"rovisions",24
2,"manufacture",20
2,"sale",10
2,"ayurvedic",24
2,"siddha",24
2,"unani",24
2,"asu",3
2,"rugs",24
2,"traditional",2
2,"knowledge",11
2,"digital",2
2,"library",20
2,"tkdl",24
2,"pioneering",24
2,"initiative",2
2,"rotect",3
2,"traditional",24
2,"medicinal",24
2,"knowledge",11
2,"prevent",20
2,"misappropriation",0
2,"international",2
2,"patent",17
2,"offices",2
2,"flagship",11
2,"schemes",11
2,"public",17
2,"health",24
2,"interventions",2
2,"ayush",24
2,"nam",24
2,"significant",20
2,"centrally",17
2,"sponsored",24
2,"goals",5
2,"upgrading",24
2,"ayush",24
2,"dispensaries",24
2,"ayushman",24
2,"arogya",24
2,"mandirs",24
2,"aams",24
2,"previously",24
2,"health",24
2,"wellness",24
2,"centres",11
2,"ocating",18
2,"ayush",24
2,"facilities",0
2,"primary",11
2,"community",2
2,"health",24
2,"centres",11
2,"phcs/chcs",24
2,"setting",0
2,"bedded",24
2,"integrated",11
2,"hospitals",24
2,"establishing",2
2,"teaching",24
2,"institutions",2
2,"ayurswasthya",20
2,"yojana",2
2,"central",2
2,"sector",0
2,"comprising",2
2,"core",2
2,"omponents",0
2,"ayush",24
2,"public",0
2,"health",24
2,"funding",2
2,"community-level",24
2,"healthcare",24
2,"nterventions",15
2,"such",17
2,"anemia",3
2,"diabetes",20
2,"management",2
2,"rural",2
2,"areas",2
2,"centre",2
2,"excellence",0
2,"funding",2
2,"prestigious",24
2,"institutions",2
2,"iits",2
2,"jnu",24
2,"aiims",24
2,"build",17
2,"advanced",0
2,"ayush",24
2,"research",24
2,"infrastructure",11
2,"ayush",24
2,"oushadhi",24
2,"gunvatta",24
2,"evum",24
2,"uttpadan",24
2,"samvardhan",24
2,"yojana",2
2,"aogusy",24
2,"dedicated",20
2,"augmenting",3
2,"quality",17
2,"manufacturing",0
2,"capacity",11
2,"ayush",24
2,"drugs",24
2,"supports",24
2,"upgradation",0
2,"pharmacies",24
2,"drug",24
2,"testing",0
2,"aboratories",24
2,"implementation",5
2,"pharmacovigilance",24
2,"monitoring",5
2,"adverse",20
2,"rug",20
2,"reactions",24
2,"champion",0
2,"services",6
2,"sector",0
2,"csss",24
2,"medical",24
2,"travel",15
2,"promote",2
2,"global",24
2,"destination",24
2,"ayush-based",24
2,"medical",24
2,"tourism",20
2,"integration",11
2,"health",24
2,"nhm",24
2,"moa",24
2,"works",17
2,"ontinuously",24
2,"mainstream",24
2,"practitioners",24
2,"nhm",24
2,"utilizing",13
2,"ational",6
2,"disease",24
2,"control",24
2,"programs",11
2,"maternal",24
2,"child",3
2,"health",24
2,"initiatives",2
2,"anaging",2
2,"non-communicable",24
2,"diseases",24
2,"ncds",24
2,"digital",2
2,"innovation",11
2,"ayush",24
2,"grid",2
2,"project",17
2,"backbone",2
2,"relevant",2
2,"e-governance",6
2,"igitization",6
2,"core",2
2,"objective",2
2,"developing",2
2,"comprehensive",2
2,"digital",2
2,"infrastructure",11
2,"ntire",0
2,"ayush",24
2,"sector",0
2,"aligning",2
2,"digital",6
2,"health",24
2,"blueprint",24
2,"ntegrating",24
2,"ayushman",24
2,"digital",2
2,"abdm",24
2,"ayush",24
2,"health",24
2,"management",2
2,"information",2
2,"system",2
2,"a-hmis",24
2,"robust",24
2,"cloud",6
2,"ased",2
2,"electronic",2
2,"medical",24
2,"record",24
2,"system",2
2,"deployed",24
2,"ayush",24
2,"hospitals",24
2,"linical",24
2,"establishments",24
2,"record",24
2,"patient",24
2,"diagnostics",24
2,"treatment",20
2,"data",11
2,"public",17
2,"applications",17
2,"apps",24
2,"ayush",24
2,"sanjivani",24
2,"app",2
2,"eavily",2
2,"during",2
2,"covid",17
2,"gather",24
2,"data",6
2,"efficacy",24
2,"ayush",24
2,"interventions",2
2,"yoga",24
2,"locator",24
2,"app",2
2,"telemedicine",3
2,"establishing",2
2,"teleconsultation",24
2,"networks",2
2,"provide",2
2,"traditional",24
2,"edical",24
2,"services",20
2,"remotely",24
2,"particularly",6
2,"bridging",13
2,"gap",24
2,"rural",24
2,"tribal",24
2,"ealthcare",24
2,"access",2
2,"autonomous",11
2,"research",24
2,"councils",24
2,"institutes",2
2,"central",2
2,"council",24
2,"research",24
2,"ayurvedic",24
2,"sciences",24
2,"ccras",24
2,"conducts",24
2,"evel",24
2,"clinical",24
2,"literary",20
2,"pharmacological",0
2,"research",24
2,"ayurveda",24
2,"central",2
2,"council",24
2,"research",24
2,"unani",24
2,"medicine",24
2,"ccrum",24
2,"focuses",11
2,"clinical",24
2,"rials",24
2,"drug",24
2,"standardization",24
2,"survey",2
2,"cultivation",24
2,"medicinal",24
2,"plants",11
2,"elevant",3
2,"unani",24
2,"central",2
2,"council",24
2,"research",24
2,"homoeopathy",24
2,"ccrh",24
2,"conducts",24
2,"pidemiological",24
2,"surveys",2
2,"clinical",24
2,"verification",6
2,"drug",24
2,"proving",24
2,"homoeopathy",24
2,"central",2
2,"council",24
2,"research",24
2,"siddha",24
2,"ccrs",24
2,"chennai",11
2,"dedicated",11
2,"esearching",24
2,"siddha",24
2,"medicine",24
2,"central",2
2,"council",24
2,"research",24
2,"yoga",24
2,"naturopathy",24
2,"ccryn",24
2,"conducts",24
2,"esearch",24
2,"runs",17
2,"wellness",24
2,"clinics",24
2,"focusing",2
2,"lifestyle",13
2,"diseases",24
2,"yoga",24
2,"naturopathy",24
2,"institute",11
2,"ayurveda",24
2,"nia",24
2,"jaipur",24
2,"premier",11
2,"institute",11
2,"teaching",24
2,"linical",24
2,"training",11
2,"research",24
2,"deemed",24
2,"university",18
2,"institute",11
2,"teaching",24
2,"research",24
2,"ayurveda",24
2,"itra",24
2,"jamnagar",24
2,"granted",24
2,"status",11
2,"institute",11
2,"parliament",2
2,"institute",11
2,"ayurveda",24
2,"aiia",24
2,"delhi",17
2,"apex",2
2,"institute",11
2,"ayurveda",24
2,"functioning",2
2,"along",11
2,"lines",11
2,"aiims",24
2,"focusing",2
2,"cutting-edge",24
2,"esearch",24
2,"tertiary",24
2,"care",24
2,"eastern",3
2,"institute",11
2,"ayurveda",24
2,"homoeopathy",24
2,"neiah",6
2,"shillong",11
2,"specifically",2
2,"established",11
2,"cater",24
2,"healthcare",24
2,"educational",18
2,"needs",3
2,"eastern",3
2,"states",2
2,"morarji",24
2,"desai",6
2,"institute",11
2,"yoga",24
2,"mdniy",24
2,"delhi",17
2,"focal",20
2,"nstitute",24
2,"yoga",24
2,"education",24
2,"planning",17
2,"international",2
2,"promotion",20
2,"global",24
2,"footprint",3
2,"international",2
2,"cooperation",2
2,"moa",24
2,"responsible",2
2,"exporting",3
2,"soft",20
2,"power",2
2,"traditional",24
2,"medicine",24
2,"who",2
2,"global",24
2,"centre",13
2,"traditional",24
2,"medicine",24
2,"gctm",24
2,"established",11
2,"jamnagar",24
2,"gujarat",11
2,"investment",0
2,"million",11
2,"un's",6
2,"argest",6
2,"global",24
2,"outpost",24
2,"traditional",24
2,"medicine",24
2,"mandate",11
2,"includes",11
2,"data",6
2,"nalytics",24
2,"sustainability",0
2,"innovation",11
2,"developing",2
2,"global",24
2,"regulatory",17
2,"standards",17
2,"traditional",20
2,"medicines",20
2,"international",2
2,"mous",11
2,"signs",24
2,"country-to-country",13
2,"institute-to",24
2,"nstitute",24
2,"memorandums",24
